"team","metric.type","forecast.week","season","metric","location","data.type","prediction.target"
"new","LS",48,"2008/2009",0,"iquitos","train","peakinc"
"new","LS",48,"2008/2009",-0.066920021326021,"iquitos","train","seasoninc"
"new","AE",48,"2008/2009",0,"iquitos","train","peakweek"
"new","AE",48,"2008/2009",0,"iquitos","train","peakinc"
"new","AE",48,"2008/2009",7.96147026870324,"iquitos","train","seasoninc"
"new","LS",0,"2009/2010",-3.7257407269309,"iquitos","test","peakweek"
"new","LS",0,"2009/2010",-0.297959880291419,"iquitos","test","peakinc"
"new","LS",0,"2009/2010",-0.876713236058821,"iquitos","test","seasoninc"
"new","AE",0,"2009/2010",4,"iquitos","test","peakweek"
"new","AE",0,"2009/2010",2.83673335111066,"iquitos","test","peakinc"
"new","AE",0,"2009/2010",4.49177408250398,"iquitos","test","seasoninc"
"new","LS",4,"2009/2010",-3.4611945689276,"iquitos","test","peakweek"
"new","LS",4,"2009/2010",-0.46948046456315,"iquitos","test","peakinc"
"new","LS",4,"2009/2010",-0.882147533124753,"iquitos","test","seasoninc"
"new","AE",4,"2009/2010",4,"iquitos","test","peakweek"
"new","AE",4,"2009/2010",0.707989779543226,"iquitos","test","peakinc"
"new","AE",4,"2009/2010",66.6488997738682,"iquitos","test","seasoninc"
"new","LS",8,"2009/2010",-3.55662656155702,"iquitos","test","peakweek"
"new","LS",8,"2009/2010",-0.678620941744469,"iquitos","test","peakinc"
"new","LS",8,"2009/2010",-0.891759820970613,"iquitos","test","seasoninc"
"new","AE",8,"2009/2010",5,"iquitos","test","peakweek"
"new","AE",8,"2009/2010",3.20183727586742,"iquitos","test","peakinc"
"new","AE",8,"2009/2010",28.3457085329209,"iquitos","test","seasoninc"
"new","LS",12,"2009/2010",-3.27385285142021,"iquitos","test","peakweek"
"new","LS",12,"2009/2010",-1.20411530168533,"iquitos","test","peakinc"
"new","LS",12,"2009/2010",-1.34500709924461,"iquitos","test","seasoninc"
"new","AE",12,"2009/2010",4,"iquitos","test","peakweek"
"new","AE",12,"2009/2010",6.78827031158215,"iquitos","test","peakinc"
"new","AE",12,"2009/2010",126.788061038736,"iquitos","test","seasoninc"
"new","LS",16,"2009/2010",-3.38423062323156,"iquitos","test","peakweek"
"new","LS",16,"2009/2010",-1.08866798569202,"iquitos","test","peakinc"
"new","LS",16,"2009/2010",-1.22143657752947,"iquitos","test","seasoninc"
"new","AE",16,"2009/2010",5,"iquitos","test","peakweek"
"new","AE",16,"2009/2010",6.09251953558232,"iquitos","test","peakinc"
"new","AE",16,"2009/2010",113.828736070378,"iquitos","test","seasoninc"
"new","LS",20,"2009/2010",-4.34333631268338,"iquitos","test","peakweek"
"new","LS",20,"2009/2010",-0.542052041780375,"iquitos","test","peakinc"
"new","LS",20,"2009/2010",-0.87938508029978,"iquitos","test","seasoninc"
"new","AE",20,"2009/2010",7,"iquitos","test","peakweek"
